iter	Passed	Remaining
720	1363	527
721	1365	525
722	1368	524
723	1370	522
724	1372	520
725	1374	518
726	1377	517
727	1379	515
728	1381	513
729	1383	511
730	1384	509
731	1386	507
732	1388	505
733	1390	503
734	1392	502
735	1394	500
736	1396	498
737	1398	496
738	1400	494
739	1401	492
740	1403	490
741	1404	488
742	1406	486
743	1407	484
744	1409	482
745	1411	480
746	1412	478
747	1414	476
748	1416	474
749	1418	472
750	1421	471
751	1423	469
752	1425	467
753	1427	465
754	1429	463
755	1431	462
756	1433	460
757	1435	458
758	1437	456
759	1439	454
760	1441	452
761	1443	450
762	1444	448
763	1445	446
764	1447	444
765	1449	442
766	1450	440
767	1452	438
768	1454	436
769	1455	434
770	1457	432
771	1459	430
772	1461	429
773	1464	427
774	1466	425
775	1468	423
776	1470	422
777	1472	420
778	1475	418
779	1476	416
780	1478	414
781	1480	412
782	1482	410
783	1484	408
784	1485	406
785	1487	405
786	1489	403
787	1492	401
788	1494	399
789	1495	397
790	1497	395
791	1499	393
792	1501	391
793	1503	389
794	1504	387
795	1506	385
796	1507	384
797	1509	382
798	1510	380
799	1512	378
800	1513	376
801	1516	374
802	1518	372
803	1519	370
804	1521	368
805	1523	366
806	1525	364
807	1526	362
808	1528	360
809	1529	358
810	1531	356
811	1534	355
812	1536	353
813	1538	351
814	1540	349
815	1542	347
816	1544	345
817	1545	343
818	1547	341
819	1549	340
820	1551	338
821	1553	336
822	1555	334
823	1557	332
824	1560	330
825	1562	329
826	1564	327
827	1567	325
828	1569	323
829	1571	321
830	1573	319
831	1575	318
832	1576	316
833	1578	314
834	1580	312
835	1581	310
836	1583	308
837	1585	306
838	1586	304
839	1588	302
840	1590	300
841	1592	298
842	1594	297
843	1596	295
844	1598	293
845	1600	291
846	1602	289
847	1603	287
848	1605	285
849	1608	283
850	1610	282
851	1612	280
852	1613	278
853	1615	276
854	1617	274
855	1618	272
856	1620	270
857	1623	268
858	1625	266
859	1627	264
860	1629	263
861	1631	261
862	1632	259
863	1634	257
864	1636	255
865	1639	253
866	1641	251
867	1642	249
868	1644	247
869	1646	245
870	1647	244
871	1649	242
872	1651	240
873	1653	238
874	1655	236
875	1656	234
876	1658	232
877	1660	230
878	1662	228
879	1664	226
880	1666	225
881	1668	223
882	1670	221
883	1672	219
884	1674	217
885	1676	215
886	1677	213
887	1679	211
888	1682	210
889	1684	208
890	1686	206
891	1688	204
892	1690	202
893	1692	200
894	1694	198
895	1695	196
896	1697	194
897	1699	193
898	1701	191
899	1703	189
900	1705	187
901	1706	185
902	1708	183
903	1710	181
904	1712	179
905	1713	177
906	1715	175
907	1717	174
908	1719	172
909	1721	170
910	1723	168
911	1727	166
912	1728	164
913	1730	162
914	1733	160
915	1735	159
916	1737	157
917	1739	155
918	1741	153
919	1743	151
920	1745	149
921	1747	147
922	1748	145
923	1750	143
924	1752	142
925	1755	140
926	1757	138
927	1758	136
928	1760	134
929	1763	132
930	1765	130
931	1767	128
932	1769	127
933	1771	125
934	1773	123
935	1775	121
936	1777	119
937	1779	117
938	1781	115
939	1783	113
940	1785	111
941	1786	110
942	1788	108
943	1790	106
944	1792	104
945	1794	102
946	1797	100
947	1800	98
948	1802	96
949	1804	94
950	1806	93
951	1808	91
952	1810	89
953	1812	87
954	1814	85
955	1815	83
956	1816	81
957	1818	79
958	1819	77
959	1821	75
960	1823	74
961	1826	72
962	1829	70
963	1831	68
964	1833	66
965	1835	64
966	1837	62
967	1839	60
968	1841	58
969	1843	57
970	1845	55
971	1846	53
972	1848	51
973	1849	49
974	1851	47
975	1854	45
976	1856	43
977	1858	41
978	1860	39
979	1862	38
980	1864	36
981	1865	34
982	1868	32
983	1870	30
984	1873	28
985	1876	26
986	1878	24
987	1880	22
988	1883	20
989	1885	19
990	1887	17
991	1888	15
992	1890	13
993	1891	11
994	1893	9
995	1895	7
996	1896	5
997	1899	3
998	1902	1
999	1904	0
